Dates,counter,Stock.,High,low,Open,Close,volume,adj_close
12/15/17,0008.KL,WILLOW,1.139999986,1.070000052,1.070000052,1.139999986,1179300,1.139999986
12/18/17,0008.KL,WILLOW,1.200000048,1.139999986,1.149999976,1.139999986,1617700,1.139999986
12/19/17,0008.KL,WILLOW,1.179999948,1.139999986,1.139999986,1.179999948,179900,1.179999948
12/20/17,0008.KL,WILLOW,1.190000057,1.169999957,1.179999948,1.190000057,250600,1.190000057
12/21/17,0008.KL,WILLOW,1.190000057,1.149999976,1.179999948,1.149999976,192100,1.149999976
12/22/17,0008.KL,WILLOW,1.139999986,1.090000033,1.139999986,1.120000005,394400,1.120000005
12/25/17,0008.KL,WILLOW,1.120000005,1.120000005,1.120000005,1.120000005,0,1.120000005
12/26/17,0008.KL,WILLOW,1.129999995,1.110000014,1.129999995,1.110000014,231900,1.110000014
12/27/17,0008.KL,WILLOW,1.139999986,1.129999995,1.129999995,1.129999995,136500,1.129999995
12/28/17,0008.KL,WILLOW,1.139999986,1.120000005,1.129999995,1.120000005,59000,1.120000005
12/29/17,0008.KL,WILLOW,1.139999986,1.129999995,1.129999995,1.129999995,148000,1.129999995
12/1/17,0021.KL,GHLSYS,1.450000048,1.450000048,1.450000048,1.450000048,0,1.450000048
12/4/17,0021.KL,GHLSYS,1.460000038,1.419999957,1.450000048,1.460000038,1058600,1.460000038
12/5/17,0021.KL,GHLSYS,1.460000038,1.409999967,1.460000038,1.450000048,740700,1.450000048
12/6/17,0021.KL,GHLSYS,1.440000057,1.370000005,1.419999957,1.370000005,2200700,1.370000005
12/7/17,0021.KL,GHLSYS,1.379999995,1.279999971,1.370000005,1.370000005,2759000,1.370000005
12/8/17,0021.KL,GHLSYS,1.370000005,1.350000024,1.370000005,1.350000024,1037600,1.350000024
12/11/17,0021.KL,GHLSYS,1.330000043,1.299999952,1.330000043,1.309999943,368300,1.309999943
12/12/17,0021.KL,GHLSYS,1.360000014,1.309999943,1.309999943,1.360000014,796000,1.360000014
12/13/17,0021.KL,GHLSYS,1.429999948,1.360000014,1.360000014,1.399999976,395600,1.399999976
12/14/17,0021.KL,GHLSYS,1.409999967,1.370000005,1.409999967,1.370000005,217900,1.370000005
12/15/17,0021.KL,GHLSYS,1.379999995,1.340000033,1.370000005,1.350000024,298700,1.350000024
12/18/17,0021.KL,GHLSYS,1.419999957,1.350000024,1.350000024,1.399999976,1566500,1.399999976
12/19/17,0021.KL,GHLSYS,1.460000038,1.399999976,1.399999976,1.450000048,440000,1.450000048
12/20/17,0021.KL,GHLSYS,1.450000048,1.429999948,1.440000057,1.450000048,161100,1.450000048
12/21/17,0021.KL,GHLSYS,1.470000029,1.440000057,1.450000048,1.440000057,423600,1.440000057
12/22/17,0021.KL,GHLSYS,1.460000038,1.440000057,1.460000038,1.450000048,590200,1.450000048
12/25/17,0021.KL,GHLSYS,1.450000048,1.450000048,1.450000048,1.450000048,0,1.450000048
12/26/17,0021.KL,GHLSYS,1.470000029,1.440000057,1.440000057,1.460000038,133400,1.460000038
12/27/17,0021.KL,GHLSYS,1.50999999,1.450000048,1.470000029,1.50999999,508800,1.50999999
12/28/17,0021.KL,GHLSYS,1.50999999,1.5,1.50999999,1.5,228300,1.5
12/29/17,0021.KL,GHLSYS,1.519999981,1.440000057,1.5,1.519999981,1218200,1.519999981
12/1/17,0029.KL,DIGISTA,0.135000005,0.135000005,0.135000005,0.135000005,0,0.135000005
12/4/17,0029.KL,DIGISTA,0.140000001,0.129999995,0.140000001,0.129999995,425200,0.129999995
12/5/17,0029.KL,DIGISTA,0.135000005,0.125,0.129999995,0.129999995,1081100,0.129999995
12/6/17,0029.KL,DIGISTA,0.135000005,0.129999995,0.129999995,0.129999995,490000,0.129999995
12/7/17,0029.KL,DIGISTA,0.129999995,0.129999995,0.129999995,0.129999995,94000,0.129999995
12/8/17,0029.KL,DIGISTA,0.135000005,0.125,0.129999995,0.135000005,654200,0.135000005
12/11/17,0029.KL,DIGISTA,0.135000005,0.129999995,0.129999995,0.129999995,435900,0.129999995
12/12/17,0029.KL,DIGISTA,0.129999995,0.129999995,0.129999995,0.129999995,473000,0.129999995
12/13/17,0029.KL,DIGISTA,0.135000005,0.129999995,0.129999995,0.135000005,206000,0.135000005
12/14/17,0029.KL,DIGISTA,0.135000005,0.129999995,0.129999995,0.135000005,213000,0.135000005
12/15/17,0029.KL,DIGISTA,0.135000005,0.129999995,0.135000005,0.135000005,755900,0.135000005
12/18/17,0029.KL,DIGISTA,0.135000005,0.129999995,0.129999995,0.129999995,461100,0.129999995
12/19/17,0029.KL,DIGISTA,0.129999995,0.125,0.129999995,0.125,689800,0.125
12/20/17,0029.KL,DIGISTA,0.129999995,0.129999995,0.129999995,0.129999995,553000,0.129999995
12/21/17,0029.KL,DIGISTA,0.129999995,0.129999995,0.129999995,0.129999995,750000,0.129999995
12/22/17,0029.KL,DIGISTA,0.129999995,0.129999995,0.129999995,0.129999995,0,0.129999995
12/25/17,0029.KL,DIGISTA,0.129999995,0.129999995,0.129999995,0.129999995,0,0.129999995
12/26/17,0029.KL,DIGISTA,0.135000005,0.119999997,0.125,0.125,4278800,0.125
12/27/17,0029.KL,DIGISTA,0.129999995,0.125,0.125,0.125,531000,0.125
12/28/17,0029.KL,DIGISTA,0.125,0.119999997,0.125,0.125,358000,0.125
12/29/17,0029.KL,DIGISTA,0.129999995,0.119999997,0.125,0.125,884400,0.125
12/1/17,0037.KL,RGB,0.284999996,0.284999996,0.284999996,0.284999996,0,0.284999996
12/4/17,0037.KL,RGB,0.284999996,0.25999999,0.284999996,0.270000011,24447500,0.270000011
12/5/17,0037.KL,RGB,0.275000006,0.254999995,0.270000011,0.264999986,18694700,0.264999986
12/6/17,0037.KL,RGB,0.264999986,0.25999999,0.264999986,0.264999986,3022900,0.264999986
12/7/17,0037.KL,RGB,0.270000011,0.25999999,0.264999986,0.25999999,5384900,0.25999999
12/8/17,0037.KL,RGB,0.264999986,0.25999999,0.25999999,0.25999999,4842500,0.25999999
12/11/17,0037.KL,RGB,0.264999986,0.254999995,0.25999999,0.254999995,3412900,0.254999995
12/12/17,0037.KL,RGB,0.270000011,0.254999995,0.25999999,0.270000011,8063200,0.270000011
12/13/17,0037.KL,RGB,0.284999996,0.275000006,0.275000006,0.280000001,8778900,0.280000001
12/14/17,0037.KL,RGB,0.284999996,0.275000006,0.280000001,0.280000001,5560200,0.280000001
12/15/17,0037.KL,RGB,0.280000001,0.275000006,0.280000001,0.275000006,3153700,0.275000006
12/18/17,0037.KL,RGB,0.280000001,0.275000006,0.275000006,0.280000001,5554900,0.280000001
12/19/17,0037.KL,RGB,0.284999996,0.275000006,0.284999996,0.275000006,3644600,0.275000006
12/20/17,0037.KL,RGB,0.289999992,0.275000006,0.275000006,0.284999996,10184200,0.284999996
12/21/17,0037.KL,RGB,0.289999992,0.280000001,0.284999996,0.280000001,5806600,0.280000001
12/22/17,0037.KL,RGB,0.284999996,0.280000001,0.280000001,0.284999996,2672800,0.284999996
12/25/17,0037.KL,RGB,0.284999996,0.284999996,0.284999996,0.284999996,0,0.284999996
12/26/17,0037.KL,RGB,0.284999996,0.280000001,0.284999996,0.284999996,1367200,0.284999996
12/27/17,0037.KL,RGB,0.284999996,0.275000006,0.280000001,0.284999996,7618800,0.284999996
12/28/17,0037.KL,RGB,0.284999996,0.275000006,0.284999996,0.280000001,5157100,0.280000001
12/29/17,0037.KL,RGB,0.284999996,0.275000006,0.280000001,0.280000001,3417500,0.280000001
12/1/17,0041.KL,PANPAGE,0.234999999,0.234999999,0.234999999,0.234999999,0,0.234999999
12/4/17,0041.KL,PANPAGE,0.245000005,0.230000004,0.234999999,0.245000005,435700,0.245000005
12/5/17,0041.KL,PANPAGE,0.239999995,0.239999995,0.239999995,0.239999995,140000,0.239999995
12/6/17,0041.KL,PANPAGE,0.239999995,0.234999999,0.239999995,0.234999999,167000,0.234999999
12/7/17,0041.KL,PANPAGE,0.254999995,0.230000004,0.234999999,0.25,2571800,0.25
12/8/17,0041.KL,PANPAGE,0.25999999,0.25,0.254999995,0.25,4846900,0.25
12/11/17,0041.KL,PANPAGE,0.25999999,0.245000005,0.25,0.25,3983100,0.25
12/12/17,0041.KL,PANPAGE,0.25,0.239999995,0.245000005,0.25,871300,0.25
12/13/17,0041.KL,PANPAGE,0.245000005,0.239999995,0.239999995,0.245000005,444500,0.245000005
12/14/17,0041.KL,PANPAGE,0.25999999,0.239999995,0.239999995,0.254999995,4813800,0.254999995
12/15/17,0041.KL,PANPAGE,0.25,0.245000005,0.25,0.25,366000,0.25
12/18/17,0041.KL,PANPAGE,0.25,0.239999995,0.25,0.25,709100,0.25
12/19/17,0041.KL,PANPAGE,0.25,0.239999995,0.239999995,0.25,767200,0.25
12/20/17,0041.KL,PANPAGE,0.245000005,0.239999995,0.239999995,0.239999995,543900,0.239999995
12/21/17,0041.KL,PANPAGE,0.25,0.239999995,0.239999995,0.25,440600,0.25
12/22/17,0041.KL,PANPAGE,0.25,0.245000005,0.245000005,0.245000005,274100,0.245000005
12/25/17,0041.KL,PANPAGE,0.245000005,0.245000005,0.245000005,0.245000005,0,0.245000005
12/26/17,0041.KL,PANPAGE,0.254999995,0.25,0.25,0.254999995,319600,0.254999995
12/27/17,0041.KL,PANPAGE,0.254999995,0.25,0.254999995,0.25,495900,0.25
12/28/17,0041.KL,PANPAGE,0.25,0.25,0.25,0.25,471300,0.25
12/29/17,0041.KL,PANPAGE,0.25999999,0.239999995,0.25,0.245000005,2589000,0.245000005
12/1/17,0043.KL,MTRONIC,0.045000002,0.045000002,0.045000002,0.045000002,0,0.045000002
12/4/17,0043.KL,MTRONIC,0.045000002,0.045000002,0.045000002,0.045000002,0,0.045000002
12/5/17,0043.KL,MTRONIC,0.050000001,0.045000002,0.050000001,0.045000002,4335600,0.045000002
12/6/17,0043.KL,MTRONIC,0.050000001,0.045000002,0.045000002,0.045000002,3622100,0.045000002
12/7/17,0043.KL,MTRONIC,0.045000002,0.045000002,0.045000002,0.045000002,476100,0.045000002
12/8/17,0043.KL,MTRONIC,0.045000002,0.045000002,0.045000002,0.045000002,4693300,0.045000002
12/11/17,0043.KL,MTRONIC,0.045000002,0.039999999,0.045000002,0.045000002,1651000,0.045000002
12/12/17,0043.KL,MTRONIC,0.050000001,0.045000002,0.045000002,0.050000001,8455800,0.050000001
12/13/17,0043.KL,MTRONIC,0.050000001,0.045000002,0.050000001,0.050000001,236000,0.050000001
12/14/17,0043.KL,MTRONIC,0.050000001,0.045000002,0.045000002,0.050000001,170000,0.050000001
12/15/17,0043.KL,MTRONIC,0.050000001,0.050000001,0.050000001,0.050000001,814300,0.050000001
12/18/17,0043.KL,MTRONIC,0.055,0.050000001,0.050000001,0.050000001,5150600,0.050000001
12/19/17,0043.KL,MTRONIC,0.055,0.050000001,0.050000001,0.050000001,12569500,0.050000001
12/20/17,0043.KL,MTRONIC,0.055,0.050000001,0.055,0.050000001,524000,0.050000001
12/21/17,0043.KL,MTRONIC,0.055,0.050000001,0.055,0.050000001,549800,0.050000001
12/22/17,0043.KL,MTRONIC,0.055,0.050000001,0.055,0.050000001,2204500,0.050000001
12/25/17,0043.KL,MTRONIC,0.050000001,0.050000001,0.050000001,0.050000001,0,0.050000001
12/26/17,0043.KL,MTRONIC,0.050000001,0.050000001,0.050000001,0.050000001,198000,0.050000001
12/27/17,0043.KL,MTRONIC,0.055,0.050000001,0.055,0.055,805000,0.055
12/28/17,0043.KL,MTRONIC,0.055,0.050000001,0.055,0.050000001,1250000,0.050000001
12/29/17,0043.KL,MTRONIC,0.055,0.050000001,0.050000001,0.050000001,840000,0.050000001
12/1/17,0049.KL,OCNCASH,0.694999993,0.694999993,0.694999993,0.694999993,0,0.694999993
12/4/17,0049.KL,OCNCASH,0.704999983,0.689999998,0.704999983,0.689999998,296400,0.689999998
12/5/17,0049.KL,OCNCASH,0.735000014,0.694999993,0.694999993,0.725000024,1251400,0.725000024
12/6/17,0049.KL,OCNCASH,0.75,0.730000019,0.735000014,0.74000001,1858500,0.74000001
12/7/17,0049.KL,OCNCASH,0.75,0.730000019,0.75,0.735000014,608900,0.735000014
12/8/17,0049.KL,OCNCASH,0.745000005,0.699999988,0.735000014,0.709999979,542900,0.709999979
12/11/17,0049.KL,OCNCASH,0.720000029,0.709999979,0.714999974,0.709999979,273100,0.709999979
12/12/17,0049.KL,OCNCASH,0.725000024,0.704999983,0.714999974,0.709999979,735400,0.709999979
12/13/17,0049.KL,OCNCASH,0.720000029,0.709999979,0.714999974,0.709999979,172800,0.709999979
12/14/17,0049.KL,OCNCASH,0.725000024,0.709999979,0.709999979,0.720000029,592700,0.720000029
12/15/17,0049.KL,OCNCASH,0.730000019,0.720000029,0.720000029,0.720000029,210100,0.720000029
12/18/17,0049.KL,OCNCASH,0.720000029,0.689999998,0.720000029,0.694999993,1269000,0.694999993
12/19/17,0049.KL,OCNCASH,0.720000029,0.689999998,0.694999993,0.720000029,394200,0.720000029
12/20/17,0049.KL,OCNCASH,0.714999974,0.704999983,0.714999974,0.714999974,334000,0.714999974
12/21/17,0049.KL,OCNCASH,0.730000019,0.709999979,0.720000029,0.720000029,650300,0.720000029
12/22/17,0049.KL,OCNCASH,0.714999974,0.699999988,0.704999983,0.709999979,173400,0.709999979
12/25/17,0049.KL,OCNCASH,0.709999979,0.709999979,0.709999979,0.709999979,0,0.709999979
12/26/17,0049.KL,OCNCASH,0.709999979,0.699999988,0.699999988,0.709999979,109000,0.709999979
12/27/17,0049.KL,OCNCASH,0.709999979,0.694999993,0.709999979,0.699999988,231400,0.699999988
12/28/17,0049.KL,OCNCASH,0.714999974,0.699999988,0.699999988,0.699999988,695000,0.699999988
12/29/17,0049.KL,OCNCASH,0.704999983,0.689999998,0.704999983,0.694999993,586400,0.694999993
12/1/17,0051.KL,CUSCAPI,0.449999988,0.449999988,0.449999988,0.449999988,0,0.449999988
12/4/17,0051.KL,CUSCAPI,0.460000008,0.430000007,0.455000013,0.439999998,5104100,0.439999998
12/5/17,0051.KL,CUSCAPI,0.449999988,0.430000007,0.439999998,0.435000002,3300300,0.435000002
12/6/17,0051.KL,CUSCAPI,0.439999998,0.425000012,0.439999998,0.430000007,4638000,0.430000007
12/7/17,0051.KL,CUSCAPI,0.439999998,0.419999987,0.430000007,0.425000012,3855700,0.425000012
12/8/17,0051.KL,CUSCAPI,0.430000007,0.409999996,0.425000012,0.419999987,2729600,0.419999987
12/11/17,0051.KL,CUSCAPI,0.430000007,0.409999996,0.409999996,0.419999987,3397100,0.419999987
12/12/17,0051.KL,CUSCAPI,0.425000012,0.400000006,0.419999987,0.414999992,10487400,0.414999992
12/13/17,0051.KL,CUSCAPI,0.455000013,0.419999987,0.419999987,0.449999988,11970600,0.449999988
12/14/17,0051.KL,CUSCAPI,0.469999999,0.455000013,0.455000013,0.460000008,13271700,0.460000008
12/15/17,0051.KL,CUSCAPI,0.465000004,0.444999993,0.465000004,0.449999988,3638000,0.449999988
12/18/17,0051.KL,CUSCAPI,0.460000008,0.449999988,0.449999988,0.449999988,2981800,0.449999988
12/19/17,0051.KL,CUSCAPI,0.465000004,0.439999998,0.449999988,0.460000008,5845700,0.460000008
12/20/17,0051.KL,CUSCAPI,0.535000026,0.460000008,0.460000008,0.519999981,54648800,0.519999981
12/21/17,0051.KL,CUSCAPI,0.529999971,0.5,0.519999981,0.514999986,11122900,0.514999986
12/22/17,0051.KL,CUSCAPI,0.535000026,0.50999999,0.514999986,0.535000026,11441000,0.535000026
12/25/17,0051.KL,CUSCAPI,0.535000026,0.535000026,0.535000026,0.535000026,0,0.535000026
12/26/17,0051.KL,CUSCAPI,0.550000012,0.529999971,0.540000021,0.535000026,10430500,0.535000026
12/27/17,0051.KL,CUSCAPI,0.555000007,0.535000026,0.535000026,0.550000012,10994200,0.550000012
12/28/17,0051.KL,CUSCAPI,0.560000002,0.535000026,0.555000007,0.540000021,7380100,0.540000021
12/29/17,0051.KL,CUSCAPI,0.555000007,0.535000026,0.540000021,0.545000017,10455700,0.545000017
12/1/17,0054.KL,KARYON,0.245000005,0.245000005,0.245000005,0.245000005,0,0.245000005
12/4/17,0054.KL,KARYON,0.245000005,0.234999999,0.245000005,0.234999999,715500,0.234999999
12/5/17,0054.KL,KARYON,0.234999999,0.224999994,0.230000004,0.230000004,1485900,0.230000004
12/6/17,0054.KL,KARYON,0.234999999,0.230000004,0.230000004,0.230000004,275000,0.230000004
12/7/17,0054.KL,KARYON,0.239999995,0.230000004,0.230000004,0.234999999,388000,0.234999999
12/8/17,0054.KL,KARYON,0.239999995,0.230000004,0.239999995,0.230000004,363300,0.230000004
12/11/17,0054.KL,KARYON,0.239999995,0.230000004,0.234999999,0.239999995,881600,0.239999995
12/12/17,0054.KL,KARYON,0.245000005,0.239999995,0.239999995,0.245000005,772000,0.245000005
12/13/17,0054.KL,KARYON,0.245000005,0.239999995,0.245000005,0.245000005,345000,0.245000005
12/14/17,0054.KL,KARYON,0.245000005,0.239999995,0.245000005,0.245000005,155200,0.245000005
12/15/17,0054.KL,KARYON,0.239999995,0.234999999,0.239999995,0.239999995,1012000,0.239999995
12/18/17,0054.KL,KARYON,0.239999995,0.234999999,0.239999995,0.234999999,788900,0.234999999
12/19/17,0054.KL,KARYON,0.239999995,0.234999999,0.234999999,0.234999999,110600,0.234999999
12/20/17,0054.KL,KARYON,0.245000005,0.234999999,0.234999999,0.245000005,514800,0.245000005
12/21/17,0054.KL,KARYON,0.239999995,0.230000004,0.239999995,0.230000004,596200,0.230000004
12/22/17,0054.KL,KARYON,0.239999995,0.230000004,0.234999999,0.239999995,256300,0.239999995
12/25/17,0054.KL,KARYON,0.239999995,0.239999995,0.239999995,0.239999995,0,0.239999995
12/26/17,0054.KL,KARYON,0.239999995,0.234999999,0.234999999,0.234999999,80000,0.234999999
12/27/17,0054.KL,KARYON,0.239999995,0.230000004,0.234999999,0.234999999,449400,0.234999999
12/28/17,0054.KL,KARYON,0.239999995,0.234999999,0.234999999,0.234999999,251200,0.234999999
12/29/17,0054.KL,KARYON,0.245000005,0.234999999,0.234999999,0.239999995,637300,0.239999995
12/1/17,0056.KL,GRANFLO,0.234999999,0.234999999,0.234999999,0.234999999,0,0.234999999
12/4/17,0056.KL,GRANFLO,0.245000005,0.230000004,0.234999999,0.234999999,377800,0.234999999
12/5/17,0056.KL,GRANFLO,0.234999999,0.224999994,0.230000004,0.224999994,95200,0.224999994
12/6/17,0056.KL,GRANFLO,0.230000004,0.230000004,0.230000004,0.230000004,70000,0.230000004
12/7/17,0056.KL,GRANFLO,0.234999999,0.230000004,0.230000004,0.230000004,94000,0.230000004
12/8/17,0056.KL,GRANFLO,0.234999999,0.224999994,0.230000004,0.234999999,75300,0.234999999
12/11/17,0056.KL,GRANFLO,0.234999999,0.224999994,0.224999994,0.234999999,95700,0.234999999
12/12/17,0056.KL,GRANFLO,0.234999999,0.230000004,0.230000004,0.234999999,58500,0.234999999
12/13/17,0056.KL,GRANFLO,0.234999999,0.230000004,0.230000004,0.234999999,83000,0.234999999
12/14/17,0056.KL,GRANFLO,0.239999995,0.230000004,0.234999999,0.230000004,204800,0.230000004
12/15/17,0056.KL,GRANFLO,0.239999995,0.234999999,0.234999999,0.239999995,47600,0.239999995
12/18/17,0056.KL,GRANFLO,0.239999995,0.239999995,0.239999995,0.239999995,0,0.239999995
12/19/17,0056.KL,GRANFLO,0.239999995,0.234999999,0.234999999,0.239999995,11500,0.239999995
12/20/17,0056.KL,GRANFLO,0.239999995,0.239999995,0.239999995,0.239999995,0,0.239999995
12/21/17,0056.KL,GRANFLO,0.234999999,0.230000004,0.234999999,0.234999999,288500,0.234999999
12/22/17,0056.KL,GRANFLO,0.234999999,0.234999999,0.234999999,0.234999999,0,0.234999999
12/25/17,0056.KL,GRANFLO,0.234999999,0.234999999,0.234999999,0.234999999,0,0.234999999
12/26/17,0056.KL,GRANFLO,0.234999999,0.230000004,0.230000004,0.234999999,142000,0.234999999
12/27/17,0056.KL,GRANFLO,0.234999999,0.230000004,0.230000004,0.230000004,81300,0.230000004
12/28/17,0056.KL,GRANFLO,0.239999995,0.230000004,0.230000004,0.239999995,100000,0.239999995
12/29/17,0056.KL,GRANFLO,0.239999995,0.224999994,0.230000004,0.239999995,322000,0.239999995
12/1/17,0058.KL,JCBNEXT,1.669999957,1.669999957,1.669999957,1.669999957,0,1.669999957
12/4/17,0058.KL,JCBNEXT,1.74000001,1.700000048,1.700000048,1.730000019,9000,1.730000019
12/5/17,0058.KL,JCBNEXT,1.75,1.74000001,1.75,1.74000001,25000,1.74000001
12/6/17,0058.KL,JCBNEXT,1.74000001,1.720000029,1.730000019,1.720000029,19000,1.720000029
12/7/17,0058.KL,JCBNEXT,1.720000029,1.720000029,1.720000029,1.720000029,0,1.720000029
12/8/17,0058.KL,JCBNEXT,1.720000029,1.720000029,1.720000029,1.720000029,0,1.720000029
12/11/17,0058.KL,JCBNEXT,1.75999999,1.74000001,1.74000001,1.75999999,87000,1.75999999
12/12/17,0058.KL,JCBNEXT,1.75999999,1.75,1.75999999,1.75,50800,1.75
12/13/17,0058.KL,JCBNEXT,1.799999952,1.769999981,1.769999981,1.789999962,135800,1.789999962
12/14/17,0058.KL,JCBNEXT,1.799999952,1.789999962,1.789999962,1.799999952,33300,1.799999952
12/15/17,0058.KL,JCBNEXT,1.779999971,1.75999999,1.769999981,1.779999971,23000,1.779999971
12/18/17,0058.KL,JCBNEXT,1.779999971,1.779999971,1.779999971,1.779999971,0,1.779999971
12/19/17,0058.KL,JCBNEXT,1.779999971,1.779999971,1.779999971,1.779999971,0,1.779999971
12/20/17,0058.KL,JCBNEXT,1.779999971,1.779999971,1.779999971,1.779999971,0,1.779999971
12/21/17,0058.KL,JCBNEXT,1.75,1.720000029,1.74000001,1.75,5600,1.75
12/22/17,0058.KL,JCBNEXT,1.75,1.710000038,1.75,1.720000029,11900,1.720000029
12/25/17,0058.KL,JCBNEXT,1.720000029,1.720000029,1.720000029,1.720000029,0,1.720000029
12/26/17,0058.KL,JCBNEXT,1.720000029,1.720000029,1.720000029,1.720000029,18000,1.720000029
12/27/17,0058.KL,JCBNEXT,1.710000038,1.700000048,1.710000038,1.700000048,23000,1.700000048
12/28/17,0058.KL,JCBNEXT,1.700000048,1.700000048,1.700000048,1.700000048,0,1.700000048
12/29/17,0058.KL,JCBNEXT,1.75,1.730000019,1.730000019,1.75,6000,1.75
12/1/17,0059.KL,ECOHLDS,0.370000005,0.370000005,0.370000005,0.370000005,0,0.370000005
12/4/17,0059.KL,ECOHLDS,0.38499999,0.360000014,0.379999995,0.379999995,2272100,0.379999995
12/5/17,0059.KL,ECOHLDS,0.375,0.36500001,0.375,0.375,456900,0.375
12/6/17,0059.KL,ECOHLDS,0.375,0.360000014,0.375,0.360000014,298000,0.360000014
12/7/17,0059.KL,ECOHLDS,0.360000014,0.349999994,0.360000014,0.354999989,255000,0.354999989
12/8/17,0059.KL,ECOHLDS,0.360000014,0.349999994,0.354999989,0.354999989,581700,0.354999989
12/11/17,0059.KL,ECOHLDS,0.360000014,0.349999994,0.354999989,0.349999994,422100,0.349999994
12/12/17,0059.KL,ECOHLDS,0.349999994,0.349999994,0.349999994,0.349999994,335500,0.349999994
12/13/17,0059.KL,ECOHLDS,0.360000014,0.349999994,0.349999994,0.354999989,694300,0.354999989
12/14/17,0059.KL,ECOHLDS,0.370000005,0.360000014,0.360000014,0.370000005,166600,0.370000005
12/15/17,0059.KL,ECOHLDS,0.370000005,0.360000014,0.36500001,0.360000014,126800,0.360000014
12/18/17,0059.KL,ECOHLDS,0.370000005,0.360000014,0.360000014,0.370000005,388500,0.370000005
12/19/17,0059.KL,ECOHLDS,0.395000011,0.375,0.375,0.379999995,1435700,0.379999995
12/20/17,0059.KL,ECOHLDS,0.395000011,0.375,0.379999995,0.38499999,710200,0.38499999
12/21/17,0059.KL,ECOHLDS,0.38499999,0.379999995,0.38499999,0.379999995,380500,0.379999995
12/22/17,0059.KL,ECOHLDS,0.379999995,0.375,0.375,0.379999995,206200,0.379999995
12/25/17,0059.KL,ECOHLDS,0.379999995,0.379999995,0.379999995,0.379999995,0,0.379999995
12/26/17,0059.KL,ECOHLDS,0.375,0.370000005,0.375,0.375,201000,0.375
12/27/17,0059.KL,ECOHLDS,0.389999986,0.379999995,0.379999995,0.389999986,647500,0.389999986
12/28/17,0059.KL,ECOHLDS,0.395000011,0.379999995,0.389999986,0.38499999,465500,0.38499999
12/29/17,0059.KL,ECOHLDS,0.405000001,0.38499999,0.38499999,0.395000011,4462800,0.395000011
